sex,age,sibsp,parch,fare,class,who,adult_male,deck,embark_town,alive,alone
male,47,0,0,7.25,Third,man,TRUE,,Southampton,no,TRUE
female,,0,2,7.75,Third,woman,FALSE,,Queenstown,no,FALSE
male,37,1,0,26,Second,man,TRUE,,Southampton,no,FALSE
male,36,1,1,24.15,Third,man,TRUE,,Southampton,no,FALSE
female,,0,0,33,Second,woman,FALSE,,Southampton,yes,TRUE
male,49,0,0,0,Third,man,TRUE,,Southampton,no,TRUE
male,,0,0,7.225,Third,man,TRUE,,Cherbourg,no,TRUE
male,49,1,0,56.9292,First,man,TRUE,A,Cherbourg,yes,FALSE
female,24,2,1,27,Second,woman,FALSE,,Southampton,yes,FALSE
male,,0,0,7.8958,Third,man,TRUE,,Southampton,no,TRUE
male,,0,0,42.4,First,man,TRUE,,Southampton,no,TRUE
male,44,0,0,8.05,Third,man,TRUE,,Southampton,no,TRUE
male,35,0,0,26.55,First,man,TRUE,,Cherbourg,yes,TRUE
male,36,1,0,15.55,Third,man,TRUE,,Southampton,no,FALSE
male,30,0,0,7.8958,Third,man,TRUE,,Southampton,no,TRUE
male,27,0,0,30.5,First,man,TRUE,,Southampton,yes,TRUE
female,22,1,2,41.5792,Second,woman,FALSE,,Cherbourg,yes,FALSE
female,40,0,0,153.4625,First,woman,FALSE,C,Southampton,yes,TRUE
female,39,1,5,31.275,Third,woman,FALSE,,Southampton,no,FALSE
male,,0,0,7.05,Third,man,TRUE,,Southampton,no,TRUE
female,,1,0,15.5,Third,woman,FALSE,,Queenstown,yes,FALSE
male,,0,0,7.75,Third,man,TRUE,,Queenstown,no,TRUE
male,35,0,0,8.05,Third,man,TRUE,,Southampton,no,TRUE
female,24,1,2,65,Second,woman,FALSE,,Southampton,yes,FALSE
male,34,1,1,14.4,Third,man,TRUE,,Southampton,no,FALSE
female,26,1,0,16.1,Third,woman,FALSE,,Southampton,no,FALSE
female,4,2,1,39,Second,child,FALSE,F,Southampton,yes,FALSE
male,26,0,0,10.5,Second,man,TRUE,,Southampton,no,TRUE
male,27,1,0,14.4542,Third,man,TRUE,,Cherbourg,no,FALSE
male,42,1,0,52.5542,First,man,TRUE,D,Southampton,yes,FALSE
male,20,1,1,15.7417,Third,man,TRUE,,Cherbourg,yes,FALSE
male,21,0,0,7.8542,Third,man,TRUE,,Southampton,no,TRUE
male,21,0,0,16.1,Third,man,TRUE,,Southampton,no,TRUE
male,61,0,0,32.3208,First,man,TRUE,D,Southampton,no,TRUE
male,57,0,0,12.35,Second,man,TRUE,,Queenstown,no,TRUE
female,21,0,0,77.9583,First,woman,FALSE,D,Southampton,yes,TRUE
male,26,0,0,7.8958,Third,man,TRUE,,Southampton,no,TRUE
male,,0,0,7.7333,Third,man,TRUE,,Queenstown,no,TRUE
male,80,0,0,30,First,man,TRUE,A,Southampton,yes,TRUE
male,51,0,0,7.0542,Third,man,TRUE,,Southampton,no,TRUE
male,32,0,0,30.5,First,man,TRUE,B,Cherbourg,yes,TRUE
male,,0,0,0,First,man,TRUE,,Southampton,no,TRUE
female,9,3,2,27.9,Third,child,FALSE,,Southampton,no,FALSE
female,28,0,0,13,Second,woman,FALSE,,Southampton,yes,TRUE
male,32,0,0,7.925,Third,man,TRUE,,Southampton,no,TRUE
male,31,1,1,26.25,Second,man,TRUE,,Southampton,no,FALSE
female,41,0,5,39.6875,Third,woman,FALSE,,Southampton,no,FALSE
male,,1,0,16.1,Third,man,TRUE,,Southampton,no,FALSE
male,20,0,0,7.8542,Third,man,TRUE,,Southampton,no,TRUE
female,24,0,0,69.3,First,woman,FALSE,B,Cherbourg,yes,TRUE
female,2,3,2,27.9,Third,child,FALSE,,Southampton,no,FALSE
male,,0,0,56.4958,Third,man,TRUE,,Southampton,yes,TRUE
female,0.75,2,1,19.2583,Third,child,FALSE,,Cherbourg,yes,FALSE
male,48,1,0,76.7292,First,man,TRUE,D,Cherbourg,yes,FALSE
male,19,0,0,7.8958,Third,man,TRUE,,Southampton,no,TRUE
male,56,0,0,35.5,First,man,TRUE,A,Cherbourg,yes,TRUE
male,,0,0,7.55,Third,man,TRUE,,Southampton,no,TRUE
female,23,0,0,7.55,Third,woman,FALSE,,Southampton,yes,TRUE
male,,0,0,7.8958,Third,man,TRUE,,Southampton,no,TRUE
female,18,0,1,23,Second,woman,FALSE,,Southampton,yes,FALSE
male,21,0,0,8.4333,Third,man,TRUE,,Southampton,no,TRUE
female,,0,0,7.8292,Third,woman,FALSE,,Queenstown,yes,TRUE
female,18,0,0,6.75,Third,woman,FALSE,,Queenstown,no,TRUE
male,24,2,0,73.5,Second,man,TRUE,,Southampton,no,FALSE
male,,0,0,7.8958,Third,man,TRUE,,Southampton,no,TRUE
female,32,1,1,15.5,Third,woman,FALSE,,Queenstown,no,FALSE
male,23,0,0,13,Second,man,TRUE,,Southampton,no,TRUE
male,58,0,2,113.275,First,man,TRUE,D,Cherbourg,no,FALSE
male,50,2,0,133.65,First,man,TRUE,,Southampton,yes,FALSE
male,40,0,0,7.225,Third,man,TRUE,,Cherbourg,no,TRUE
male,47,0,0,25.5875,First,man,TRUE,E,Southampton,no,TRUE
male,36,0,0,7.4958,Third,man,TRUE,,Southampton,no,TRUE
male,20,1,0,7.925,Third,man,TRUE,,Southampton,yes,FALSE
male,32,2,0,73.5,Second,man,TRUE,,Southampton,no,FALSE
male,25,0,0,13,Second,man,TRUE,,Southampton,no,TRUE
male,,0,0,7.775,Third,man,TRUE,,Southampton,no,TRUE
male,43,0,0,8.05,Third,man,TRUE,,Southampton,no,TRUE
female,,1,0,52,First,woman,FALSE,C,Southampton,yes,FALSE
female,40,1,1,39,Second,woman,FALSE,,Southampton,yes,FALSE
male,31,1,0,52,First,man,TRUE,B,Southampton,no,FALSE
male,70,0,0,10.5,Second,man,TRUE,,Southampton,no,TRUE
male,31,0,0,13,Second,man,TRUE,,Southampton,yes,TRUE
male,,0,0,0,Second,man,TRUE,,Southampton,no,TRUE
male,18,0,0,7.775,Third,man,TRUE,,Southampton,no,TRUE
male,24.5,0,0,8.05,Third,man,TRUE,,Southampton,no,TRUE
female,18,0,0,9.8417,Third,woman,FALSE,,Southampton,yes,TRUE
female,43,1,6,46.9,Third,woman,FALSE,,Southampton,no,FALSE
male,36,0,1,512.3292,First,man,TRUE,B,Cherbourg,yes,FALSE
female,,0,0,8.1375,Third,woman,FALSE,,Queenstown,no,TRUE
male,27,0,0,76.7292,First,man,TRUE,D,Cherbourg,yes,TRUE
male,20,0,0,9.225,Third,man,TRUE,,Southampton,no,TRUE
male,14,5,2,46.9,Third,child,FALSE,,Southampton,no,FALSE
male,60,1,1,39,Second,man,TRUE,,Southampton,no,FALSE
male,25,1,2,41.5792,Second,man,TRUE,,Cherbourg,no,FALSE
male,14,4,1,39.6875,Third,child,FALSE,,Southampton,no,FALSE
male,19,0,0,10.1708,Third,man,TRUE,,Southampton,no,TRUE
male,18,0,0,7.7958,Third,man,TRUE,,Southampton,no,TRUE
female,15,0,1,211.3375,First,child,FALSE,B,Southampton,yes,FALSE
male,31,1,0,57,First,man,TRUE,B,Southampton,yes,FALSE
female,4,0,1,13.4167,Third,child,FALSE,,Cherbourg,yes,FALSE
male,,0,0,56.4958,Third,man,TRUE,,Southampton,yes,TRUE
male,25,0,0,7.225,Third,man,TRUE,,Cherbourg,no,TRUE
male,60,0,0,26.55,First,man,TRUE,,Southampton,no,TRUE
male,52,0,0,13.5,Second,man,TRUE,,Southampton,no,TRUE
male,44,0,0,8.05,Third,man,TRUE,,Southampton,no,TRUE
female,,0,0,7.7333,Third,woman,FALSE,,Queenstown,yes,TRUE
male,49,1,1,110.8833,First,man,TRUE,C,Cherbourg,no,FALSE
male,42,0,0,7.65,Third,man,TRUE,F,Southampton,no,TRUE
female,18,1,0,227.525,First,woman,FALSE,C,Cherbourg,yes,FALSE
male,35,0,0,26.2875,First,man,TRUE,E,Southampton,yes,TRUE
female,18,0,1,14.4542,Third,woman,FALSE,,Cherbourg,no,FALSE
male,25,0,0,7.7417,Third,man,TRUE,,Queenstown,no,TRUE
male,26,1,0,7.8542,Third,man,TRUE,,Southampton,no,FALSE
male,39,0,0,26,Second,man,TRUE,,Southampton,no,TRUE
female,45,0,0,13.5,Second,woman,FALSE,,Southampton,yes,TRUE
male,42,0,0,26.2875,First,man,TRUE,E,Southampton,yes,TRUE
female,22,0,0,151.55,First,woman,FALSE,,Southampton,yes,TRUE
male,,1,1,15.2458,Third,man,TRUE,,Cherbourg,yes,FALSE
female,24,0,0,49.5042,First,woman,FALSE,C,Cherbourg,yes,TRUE
male,,0,0,26.55,First,man,TRUE,C,Southampton,no,TRUE
male,48,1,0,52,First,man,TRUE,C,Southampton,yes,FALSE
male,29,0,0,9.4833,Third,man,TRUE,,Southampton,no,TRUE
male,52,0,0,13,Second,man,TRUE,,Southampton,no,TRUE
male,19,0,0,7.65,Third,man,TRUE,F,Southampton,no,TRUE
female,38,0,0,227.525,First,woman,FALSE,C,Cherbourg,yes,TRUE
female,27,0,0,10.5,Second,woman,FALSE,E,Southampton,yes,TRUE
male,,0,0,15.5,Third,man,TRUE,,Queenstown,no,TRUE
male,33,0,0,7.775,Third,man,TRUE,,Southampton,no,TRUE
female,6,0,1,33,Second,child,FALSE,,Southampton,yes,FALSE
male,17,1,0,7.0542,Third,man,TRUE,,Southampton,no,FALSE
male,34,0,0,13,Second,man,TRUE,,Southampton,no,TRUE
male,50,0,0,13,Second,man,TRUE,,Southampton,no,TRUE
male,27,1,0,53.1,First,man,TRUE,E,Southampton,yes,FALSE
male,20,0,0,8.6625,Third,man,TRUE,,Southampton,no,TRUE
female,30,3,0,21,Second,woman,FALSE,,Southampton,yes,FALSE
female,,0,0,7.7375,Third,woman,FALSE,,Queenstown,yes,TRUE
male,25,1,0,26,Second,man,TRUE,,Southampton,no,FALSE
female,25,1,0,7.925,Third,woman,FALSE,,Southampton,no,FALSE
female,29,0,0,211.3375,First,woman,FALSE,B,Southampton,yes,TRUE
male,11,0,0,18.7875,Third,child,FALSE,,Cherbourg,no,TRUE
male,,0,0,0,Second,man,TRUE,,Southampton,no,TRUE
male,23,0,0,13,Second,man,TRUE,,Southampton,no,TRUE
male,23,0,0,13,Second,man,TRUE,,Southampton,no,TRUE
male,28.5,0,0,16.1,Third,man,TRUE,,Southampton,no,TRUE
female,48,1,3,34.375,Third,woman,FALSE,,Southampton,no,FALSE
male,35,0,0,512.3292,First,man,TRUE,B,Cherbourg,yes,TRUE
male,,0,0,7.8958,Third,man,TRUE,,Southampton,no,TRUE
male,,0,0,7.8958,Third,man,TRUE,,Southampton,no,TRUE
male,,0,0,30,First,man,TRUE,D,Southampton,yes,TRUE
male,36,1,0,78.85,First,man,TRUE,C,Southampton,no,FALSE
female,21,2,2,262.375,First,woman,FALSE,B,Cherbourg,yes,FALSE
male,24,1,0,16.1,Third,man,TRUE,,Southampton,no,FALSE
male,31,0,0,7.925,Third,man,TRUE,,Southampton,yes,TRUE
male,70,1,1,71,First,man,TRUE,B,Southampton,no,FALSE
male,16,1,1,20.25,Third,man,TRUE,,Southampton,no,FALSE
female,30,0,0,13,Second,woman,FALSE,,Southampton,yes,TRUE
male,19,1,0,53.1,First,man,TRUE,D,Southampton,no,FALSE
male,31,0,0,7.75,Third,man,TRUE,,Queenstown,no,TRUE
female,4,1,1,23,Second,child,FALSE,,Southampton,yes,FALSE
male,6,0,1,12.475,Third,child,FALSE,E,Southampton,yes,FALSE
male,33,0,0,9.5,Third,man,TRUE,,Southampton,no,TRUE
male,23,0,0,7.8958,Third,man,TRUE,,Southampton,no,TRUE
female,48,1,2,65,Second,woman,FALSE,,Southampton,yes,FALSE
male,0.67,1,1,14.5,Second,child,FALSE,,Southampton,yes,FALSE
male,28,0,0,7.7958,Third,man,TRUE,,Southampton,no,TRUE
male,18,0,0,11.5,Second,man,TRUE,,Southampton,no,TRUE
male,34,0,0,8.05,Third,man,TRUE,,Southampton,no,TRUE
female,33,0,0,86.5,First,woman,FALSE,B,Southampton,yes,TRUE
male,,0,0,14.5,Third,man,TRUE,,Southampton,no,TRUE
male,41,0,0,7.125,Third,man,TRUE,,Southampton,no,TRUE
male,20,0,0,7.2292,Third,man,TRUE,,Cherbourg,yes,TRUE
female,36,1,2,120,First,woman,FALSE,B,Southampton,yes,FALSE
male,16,0,0,7.775,Third,man,TRUE,,Southampton,no,TRUE
female,51,1,0,77.9583,First,woman,FALSE,D,Southampton,yes,FALSE
male,,0,0,39.6,First,man,TRUE,,Cherbourg,no,TRUE
female,30.5,0,0,7.75,Third,woman,FALSE,,Queenstown,no,TRUE
male,,1,0,24.15,Third,man,TRUE,,Queenstown,no,FALSE
male,32,0,0,8.3625,Third,man,TRUE,,Southampton,no,TRUE
male,24,0,0,9.5,Third,man,TRUE,,Southampton,no,TRUE
male,48,0,0,7.8542,Third,man,TRUE,,Southampton,no,TRUE
female,57,0,0,10.5,Second,woman,FALSE,E,Southampton,no,TRUE
male,,0,0,7.225,Third,man,TRUE,,Cherbourg,no,TRUE
female,54,1,3,23,Second,woman,FALSE,,Southampton,yes,FALSE
male,18,0,0,7.75,Third,man,TRUE,,Southampton,no,TRUE
male,,0,0,7.75,Third,man,TRUE,F,Queenstown,no,TRUE
female,5,0,0,12.475,Third,child,FALSE,,Southampton,yes,TRUE
male,,0,0,7.7375,Third,man,TRUE,,Queenstown,no,TRUE
female,43,0,1,211.3375,First,woman,FALSE,B,Southampton,yes,FALSE
female,13,0,0,7.2292,Third,child,FALSE,,Cherbourg,yes,TRUE
female,17,1,0,57,First,woman,FALSE,B,Southampton,yes,FALSE
male,29,0,0,30,First,man,TRUE,D,Southampton,no,TRUE
male,,1,2,23.45,Third,man,TRUE,,Southampton,no,FALSE
male,25,0,0,7.05,Third,man,TRUE,,Southampton,no,TRUE
male,25,0,0,7.25,Third,man,TRUE,,Southampton,no,TRUE
female,18,0,0,7.4958,Third,woman,FALSE,,Southampton,yes,TRUE
male,8,4,1,29.125,Third,child,FALSE,,Queenstown,no,FALSE
male,1,1,2,20.575,Third,child,FALSE,,Southampton,yes,FALSE
male,46,0,0,79.2,First,man,TRUE,B,Cherbourg,no,TRUE
male,,0,0,7.75,Third,man,TRUE,,Queenstown,no,TRUE
male,16,0,0,26,Second,man,TRUE,,Southampton,no,TRUE
female,,8,2,69.55,Third,woman,FALSE,,Southampton,no,FALSE
male,,0,0,30.6958,First,man,TRUE,,Cherbourg,no,TRUE
male,25,0,0,7.8958,Third,man,TRUE,,Southampton,no,TRUE
male,39,0,0,13,Second,man,TRUE,,Southampton,no,TRUE
female,49,0,0,25.9292,First,woman,FALSE,D,Southampton,yes,TRUE
female,31,0,0,8.6833,Third,woman,FALSE,,Southampton,yes,TRUE
male,30,0,0,7.2292,Third,man,TRUE,,Cherbourg,no,TRUE
female,30,1,1,24.15,Third,woman,FALSE,,Southampton,no,FALSE
male,34,0,0,13,Second,man,TRUE,,Southampton,no,TRUE
female,31,1,1,26.25,Second,woman,FALSE,,Southampton,yes,FALSE
male,11,1,2,120,First,child,FALSE,B,Southampton,yes,FALSE
male,0.42,0,1,8.5167,Third,child,FALSE,,Cherbourg,yes,FALSE
male,27,0,0,6.975,Third,man,TRUE,,Southampton,yes,TRUE
male,31,0,0,7.775,Third,man,TRUE,,Southampton,no,TRUE
male,39,0,0,0,First,man,TRUE,A,Southampton,no,TRUE
female,18,0,0,7.775,Third,woman,FALSE,,Southampton,no,TRUE
male,39,0,0,13,Second,man,TRUE,,Southampton,no,TRUE
female,33,1,0,53.1,First,woman,FALSE,E,Southampton,yes,FALSE
male,26,0,0,7.8875,Third,man,TRUE,,Southampton,no,TRUE
male,39,0,0,24.15,Third,man,TRUE,,Southampton,no,TRUE
male,35,0,0,10.5,Second,man,TRUE,,Southampton,no,TRUE
female,6,4,2,31.275,Third,child,FALSE,,Southampton,no,FALSE
male,30.5,0,0,8.05,Third,man,TRUE,,Southampton,no,TRUE
male,,0,0,0,First,man,TRUE,B,Southampton,no,TRUE
female,23,0,0,7.925,Third,woman,FALSE,,Southampton,no,TRUE
male,31,1,1,37.0042,Second,man,TRUE,,Cherbourg,no,FALSE
male,43,0,0,6.45,Third,man,TRUE,,Southampton,no,TRUE
male,10,3,2,27.9,Third,child,FALSE,,Southampton,no,FALSE
female,52,1,1,93.5,First,woman,FALSE,B,Southampton,yes,FALSE
male,27,0,0,8.6625,Third,man,TRUE,,Southampton,yes,TRUE
male,38,0,0,0,First,man,TRUE,,Southampton,no,TRUE
female,27,0,1,12.475,Third,woman,FALSE,E,Southampton,yes,FALSE
male,2,4,1,39.6875,Third,child,FALSE,,Southampton,no,FALSE
male,,0,0,6.95,Third,man,TRUE,,Queenstown,no,TRUE
male,,0,0,56.4958,Third,man,TRUE,,Southampton,no,TRUE
male,1,0,2,37.0042,Second,child,FALSE,,Cherbourg,yes,FALSE
male,,0,0,7.75,Third,man,TRUE,,Queenstown,yes,TRUE
female,62,0,0,80,First,woman,FALSE,B,,yes,TRUE
female,15,1,0,14.4542,Third,child,FALSE,,Cherbourg,yes,FALSE
male,0.83,1,1,18.75,Second,child,FALSE,,Southampton,yes,FALSE
male,,0,0,7.2292,Third,man,TRUE,,Cherbourg,no,TRUE
male,23,0,0,7.8542,Third,man,TRUE,,Southampton,no,TRUE
male,18,0,0,8.3,Third,man,TRUE,,Southampton,no,TRUE
female,39,1,1,83.1583,First,woman,FALSE,E,Cherbourg,yes,FALSE
male,21,0,0,8.6625,Third,man,TRUE,,Southampton,no,TRUE
male,,0,0,8.05,Third,man,TRUE,,Southampton,no,TRUE
male,32,0,0,56.4958,Third,man,TRUE,,Southampton,yes,TRUE
male,,0,0,29.7,First,man,TRUE,C,Cherbourg,yes,TRUE
male,20,0,0,7.925,Third,man,TRUE,,Southampton,no,TRUE
male,16,0,0,10.5,Second,man,TRUE,,Southampton,no,TRUE
female,30,0,0,31,First,woman,FALSE,,Cherbourg,yes,TRUE
male,34.5,0,0,6.4375,Third,man,TRUE,,Cherbourg,no,TRUE
male,17,0,0,8.6625,Third,man,TRUE,,Southampton,no,TRUE
male,42,0,0,7.55,Third,man,TRUE,,Southampton,no,TRUE
male,,8,2,69.55,Third,man,TRUE,,Southampton,no,FALSE
male,35,0,0,7.8958,Third,man,TRUE,,Cherbourg,no,TRUE
male,28,0,1,33,Second,man,TRUE,,Southampton,no,FALSE
female,,1,0,89.1042,First,woman,FALSE,C,Cherbourg,yes,FALSE
male,4,4,2,31.275,Third,child,FALSE,,Southampton,no,FALSE
male,74,0,0,7.775,Third,man,TRUE,,Southampton,no,TRUE
female,9,1,1,15.2458,Third,child,FALSE,,Cherbourg,no,FALSE
female,16,0,1,39.4,First,woman,FALSE,D,Southampton,yes,FALSE
female,44,1,0,26,Second,woman,FALSE,,Southampton,no,FALSE
female,18,0,1,9.35,Third,woman,FALSE,,Southampton,yes,FALSE
female,45,1,1,164.8667,First,woman,FALSE,,Southampton,yes,FALSE
male,51,0,0,26.55,First,man,TRUE,E,Southampton,yes,TRUE
female,24,0,3,19.2583,Third,woman,FALSE,,Cherbourg,yes,FALSE
male,,0,0,7.2292,Third,man,TRUE,,Cherbourg,no,TRUE
male,41,2,0,14.1083,Third,man,TRUE,,Southampton,no,FALSE
male,21,1,0,11.5,Second,man,TRUE,,Southampton,no,FALSE
female,48,0,0,25.9292,First,woman,FALSE,D,Southampton,yes,TRUE
female,,8,2,69.55,Third,woman,FALSE,,Southampton,no,FALSE
male,24,0,0,13,Second,man,TRUE,,Southampton,no,TRUE
female,42,0,0,13,Second,woman,FALSE,,Southampton,yes,TRUE
female,27,1,0,13.8583,Second,woman,FALSE,,Cherbourg,yes,FALSE
male,31,0,0,50.4958,First,man,TRUE,A,Southampton,no,TRUE
male,,0,0,9.5,Third,man,TRUE,,Southampton,no,TRUE
male,4,1,1,11.1333,Third,child,FALSE,,Southampton,yes,FALSE
male,26,0,0,7.8958,Third,man,TRUE,,Southampton,no,TRUE
female,47,1,1,52.5542,First,woman,FALSE,D,Southampton,yes,FALSE
male,33,0,0,5,First,man,TRUE,B,Southampton,no,TRUE
male,47,0,0,9,Third,man,TRUE,,Southampton,no,TRUE
female,28,1,0,24,Second,woman,FALSE,,Cherbourg,yes,FALSE
female,15,0,0,7.225,Third,child,FALSE,,Cherbourg,yes,TRUE
male,20,0,0,9.8458,Third,man,TRUE,,Southampton,no,TRUE
male,19,0,0,7.8958,Third,man,TRUE,,Southampton,no,TRUE
male,,0,0,7.8958,Third,man,TRUE,,Southampton,no,TRUE
female,56,0,1,83.1583,First,woman,FALSE,C,Cherbourg,yes,FALSE
female,25,0,1,26,Second,woman,FALSE,,Southampton,yes,FALSE
male,33,0,0,7.8958,Third,man,TRUE,,Southampton,no,TRUE
female,22,0,0,10.5167,Third,woman,FALSE,,Southampton,no,TRUE
male,28,0,0,10.5,Second,man,TRUE,,Southampton,no,TRUE
male,25,0,0,7.05,Third,man,TRUE,,Southampton,no,TRUE
female,39,0,5,29.125,Third,woman,FALSE,,Queenstown,no,FALSE
male,27,0,0,13,Second,man,TRUE,,Southampton,no,TRUE
female,19,0,0,30,First,woman,FALSE,B,Southampton,yes,TRUE
female,,1,2,23.45,Third,woman,FALSE,,Southampton,no,FALSE
male,26,0,0,30,First,man,TRUE,C,Cherbourg,yes,TRUE
male,32,0,0,7.75,Third,man,TRUE,,Queenstown,no,TRUE
